trace_id,experiment_id,request_id,threshold_delta,effective_threshold,predicted_drop_fraction
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,kvzap-predictor-trace-20260818T072428Z,longbench__2wikimqa__row000106,-0.25,-4.25,0.6628526259701613
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,kvzap-predictor-trace-20260818T072428Z,longbench__2wikimqa__row000106,0.0,-4.0,0.6953190975992279
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,kvzap-predictor-trace-20260818T072428Z,longbench__2wikimqa__row000106,0.25,-3.75,0.7275028149756706
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,kvzap-predictor-trace-20260818T072428Z,longbench__2wikimqa__row000106,0.5,-3.5,0.7573189367434753
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,kvzap-predictor-trace-20260818T072443Z,longbench__2wikimqa__row000118,-0.5,-4.5,0.6348690179913932
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,kvzap-predictor-trace-20260818T072443Z,longbench__2wikimqa__row000118,-0.25,-4.25,0.6693498211230362
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,kvzap-predictor-trace-20260818T072443Z,longbench__2wikimqa__row000118,0.0,-4.0,0.7018279799865195
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,kvzap-predictor-trace-20260818T072443Z,longbench__2wikimqa__row000118,0.25,-3.75,0.7337179836159071
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,kvzap-predictor-trace-20260818T072443Z,longbench__2wikimqa__row000118,0.5,-3.5,0.7631500492559755
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,kvzap-predictor-trace-20260818T072458Z,longbench__2wikimqa__row000134,-0.5,-4.5,0.6223087723990371
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,kvzap-predictor-trace-20260818T072458Z,longbench__2wikimqa__row000134,-0.25,-4.25,0.6573485929095718
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,kvzap-predictor-trace-20260818T072458Z,longbench__2wikimqa__row000134,0.0,-4.0,0.6908607842263231
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,kvzap-predictor-trace-20260818T072458Z,longbench__2wikimqa__row000134,0.25,-3.75,0.7232966702326825
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,kvzap-predictor-trace-20260818T072458Z,longbench__2wikimqa__row000134,0.5,-3.5,0.7534257897239309
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,kvzap-predictor-trace-20260818T072514Z,longbench__2wikimqa__row000055,-0.5,-4.5,0.6172963787982636
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,kvzap-predictor-trace-20260818T072514Z,longbench__2wikimqa__row000055,-0.25,-4.25,0.6530863668672099
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,kvzap-predictor-trace-20260818T072514Z,longbench__2wikimqa__row000055,0.0,-4.0,0.687508726169624
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,kvzap-predictor-trace-20260818T072514Z,longbench__2wikimqa__row000055,0.25,-3.75,0.7210608483740766
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,kvzap-predictor-trace-20260818T072514Z,longbench__2wikimqa__row000055,0.5,-3.5,0.7518404285025259
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,kvzap-predictor-trace-20260818T072530Z,longbench__2wikimqa__row000167,-0.5,-4.5,0.6285314163429723
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,kvzap-predictor-trace-20260818T072530Z,longbench__2wikimqa__row000167,-0.25,-4.25,0.66384707835803
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,kvzap-predictor-trace-20260818T072530Z,longbench__2wikimqa__row000167,0.0,-4.0,0.696876648443869
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,kvzap-predictor-trace-20260818T072530Z,longbench__2wikimqa__row000167,0.25,-3.75,0.7293330096389009
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,kvzap-predictor-trace-20260818T072530Z,longbench__2wikimqa__row000167,0.5,-3.5,0.7590244808900398
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,kvzap-predictor-trace-20260818T072546Z,longbench__musique__row000068,-0.5,-4.5,0.6040044658938337
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,kvzap-predictor-trace-20260818T072546Z,longbench__musique__row000068,-0.25,-4.25,0.6420162425909552
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,kvzap-predictor-trace-20260818T072546Z,longbench__musique__row000068,0.0,-4.0,0.6781578494940564
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,kvzap-predictor-trace-20260818T072546Z,longbench__musique__row000068,0.25,-3.75,0.7134301216556964
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,kvzap-predictor-trace-20260818T072546Z,longbench__musique__row000068,0.5,-3.5,0.7463123628712709
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,kvzap-predictor-trace-20260818T072604Z,longbench__musique__row000135,-0.5,-4.5,0.59736899867232
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,kvzap-predictor-trace-20260818T072604Z,longbench__musique__row000135,-0.25,-4.25,0.6359823582737305
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,kvzap-predictor-trace-20260818T072604Z,longbench__musique__row000135,0.0,-4.0,0.6726162433794453
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,kvzap-predictor-trace-20260818T072604Z,longbench__musique__row000135,0.25,-3.75,0.7084283588162233
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,kvzap-predictor-trace-20260818T072604Z,longbench__musique__row000135,0.5,-3.5,0.7415766378288863
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,kvzap-predictor-trace-20260818T072622Z,longbench__musique__row000191,-0.5,-4.5,0.5966525043811387
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,kvzap-predictor-trace-20260818T072622Z,longbench__musique__row000191,-0.25,-4.25,0.63535553449892
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,kvzap-predictor-trace-20260818T072622Z,longbench__musique__row000191,0.0,-4.0,0.6725650717963347
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,kvzap-predictor-trace-20260818T072622Z,longbench__musique__row000191,0.25,-3.75,0.7086568243876594
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,kvzap-predictor-trace-20260818T072622Z,longbench__musique__row000191,0.5,-3.5,0.7420315917457989
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,kvzap-predictor-trace-20260818T072640Z,longbench__2wikimqa__row000017,-0.5,-4.5,0.595025873682029
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,kvzap-predictor-trace-20260818T072640Z,longbench__2wikimqa__row000017,-0.25,-4.25,0.6331936024973446
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,kvzap-predictor-trace-20260818T072640Z,longbench__2wikimqa__row000017,0.0,-4.0,0.6694944755317219
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,kvzap-predictor-trace-20260818T072640Z,longbench__2wikimqa__row000017,0.25,-3.75,0.7047708446672366
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,kvzap-predictor-trace-20260818T072640Z,longbench__2wikimqa__row000017,0.5,-3.5,0.7373210052848371
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,kvzap-predictor-trace-20260818T072657Z,longbench__2wikimqa__row000083,-0.5,-4.5,0.5997217443178822
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,kvzap-predictor-trace-20260818T072657Z,longbench__2wikimqa__row000083,-0.25,-4.25,0.6377518061488161
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,kvzap-predictor-trace-20260818T072657Z,longbench__2wikimqa__row000083,0.0,-4.0,0.6735147062701049
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,kvzap-predictor-trace-20260818T072657Z,longbench__2wikimqa__row000083,0.25,-3.75,0.7087461438063598
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,kvzap-predictor-trace-20260818T072657Z,longbench__2wikimqa__row000083,0.5,-3.5,0.7408518397669145
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,kvzap-predictor-trace-20260818T072715Z,longbench__2wikimqa__row000124,-0.5,-4.5,0.5889628160617927
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,kvzap-predictor-trace-20260818T072715Z,longbench__2wikimqa__row000124,-0.25,-4.25,0.6272337948945675
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,kvzap-predictor-trace-20260818T072715Z,longbench__2wikimqa__row000124,0.0,-4.0,0.663426570721139
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,kvzap-predictor-trace-20260818T072715Z,longbench__2wikimqa__row000124,0.25,-3.75,0.6991336475448441
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,kvzap-predictor-trace-20260818T072715Z,longbench__2wikimqa__row000124,0.5,-3.5,0.7318163544736452
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,kvzap-predictor-trace-20260818T072733Z,longbench__musique__row000052,-0.5,-4.5,0.6000005874612275
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,kvzap-predictor-trace-20260818T072733Z,longbench__musique__row000052,-0.25,-4.25,0.6384907207235434
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,kvzap-predictor-trace-20260818T072733Z,longbench__musique__row000052,0.0,-4.0,0.6749779375672317
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,kvzap-predictor-trace-20260818T072733Z,longbench__musique__row000052,0.25,-3.75,0.7108672494282045
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,kvzap-predictor-trace-20260818T072733Z,longbench__musique__row000052,0.5,-3.5,0.7438146860085012
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,kvzap-predictor-trace-20260818T072754Z,longbench__musique__row000155,-0.5,-4.5,0.568503338458768
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,kvzap-predictor-trace-20260818T072754Z,longbench__musique__row000155,-0.25,-4.25,0.6084834600839463
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,kvzap-predictor-trace-20260818T072754Z,longbench__musique__row000155,0.0,-4.0,0.6470190229813406
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,kvzap-predictor-trace-20260818T072754Z,longbench__musique__row000155,0.25,-3.75,0.684897240230506
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,kvzap-predictor-trace-20260818T072754Z,longbench__musique__row000155,0.5,-3.5,0.7195913245092743
