trace_id,request_id,category,task,length_bucket,capacity_quantum,logical_compression_factor,capacity_compression_factor,capacity_fragmentation,head_cold_kept_p50,head_cold_kept_p90,head_cold_kept_max,head_cold_kept_cv
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,longbench__2wikimqa__row000062,reasoning,2wikimqa,"[1024,4096)",16,2.9604710660889135,2.9388288855523803,0.008228615820749059,439.0,2931.0,3243,1.1186904918311915
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,longbench__2wikimqa__row000062,reasoning,2wikimqa,"[1024,4096)",32,2.9604710660889135,2.9155295022102634,0.017070320942295224,439.0,2931.0,3243,1.1186904918311915
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,longbench__2wikimqa__row000062,reasoning,2wikimqa,"[1024,4096)",64,2.9604710660889135,2.8654136758594637,0.036028905256464606,439.0,2931.0,3243,1.1186904918311915
kvzap-predictor-trace-20260818T072355Z::longbench__2wikimqa__row000062,longbench__2wikimqa__row000062,reasoning,2wikimqa,"[1024,4096)",128,2.9604710660889135,2.7691675794085433,0.07221223480212158,439.0,2931.0,3243,1.1186904918311915
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,longbench__2wikimqa__row000089,reasoning,2wikimqa,"[1024,4096)",16,2.9414704514460936,2.9230447860962565,0.006931282359467455,547.0,3435.0,3759,1.106273788913798
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,longbench__2wikimqa__row000089,reasoning,2wikimqa,"[1024,4096)",32,2.9414704514460936,2.903394472570338,0.014312998990547858,547.0,3435.0,3759,1.106273788913798
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,longbench__2wikimqa__row000089,reasoning,2wikimqa,"[1024,4096)",64,2.9414704514460936,2.862297496318115,0.029717140921409216,547.0,3435.0,3759,1.106273788913798
kvzap-predictor-trace-20260818T072412Z::longbench__2wikimqa__row000089,longbench__2wikimqa__row000089,reasoning,2wikimqa,"[1024,4096)",128,2.9414704514460936,2.783497772119669,0.05912480290819902,547.0,3435.0,3759,1.106273788913798
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,longbench__2wikimqa__row000106,reasoning,2wikimqa,"[1024,4096)",16,2.985110908538438,2.9573645715644883,0.010770516089023635,321.0,2378.0,2635,1.142913707390747
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,longbench__2wikimqa__row000106,reasoning,2wikimqa,"[1024,4096)",32,2.985110908538438,2.928630314450595,0.021890754871235863,321.0,2378.0,2635,1.142913707390747
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,longbench__2wikimqa__row000106,reasoning,2wikimqa,"[1024,4096)",64,2.985110908538438,2.86552200967965,0.046194027371777836,321.0,2378.0,2635,1.142913707390747
kvzap-predictor-trace-20260818T072428Z::longbench__2wikimqa__row000106,longbench__2wikimqa__row000106,reasoning,2wikimqa,"[1024,4096)",128,2.985110908538438,2.748342175066313,0.09088858282674772,321.0,2378.0,2635,1.142913707390747
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,longbench__2wikimqa__row000118,reasoning,2wikimqa,"[1024,4096)",16,2.9329240185712315,2.900300751879699,0.01345375591124045,241.0,1781.0,2015,1.1400906813049798
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,longbench__2wikimqa__row000118,reasoning,2wikimqa,"[1024,4096)",32,2.9329240185712315,2.8641223641223643,0.028299668577570762,241.0,1781.0,2015,1.1400906813049798
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,longbench__2wikimqa__row000118,reasoning,2wikimqa,"[1024,4096)",64,2.9329240185712315,2.7903645833333335,0.05832790798611111,241.0,1781.0,2015,1.1400906813049798
kvzap-predictor-trace-20260818T072443Z::longbench__2wikimqa__row000118,longbench__2wikimqa__row000118,reasoning,2wikimqa,"[1024,4096)",128,2.9329240185712315,2.649313186813187,0.1148774069843342,241.0,1781.0,2015,1.1400906813049798
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,longbench__2wikimqa__row000134,reasoning,2wikimqa,"[1024,4096)",16,3.0152719208346634,2.99599358974359,0.007124255952380952,534.0,3234.0,3611,1.114228304280384
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,longbench__2wikimqa__row000134,reasoning,2wikimqa,"[1024,4096)",32,3.0152719208346634,2.9727031802120143,0.01571720102281668,534.0,3234.0,3611,1.114228304280384
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,longbench__2wikimqa__row000134,reasoning,2wikimqa,"[1024,4096)",64,3.0152719208346634,2.9317825405122844,0.030777890761185357,534.0,3234.0,3611,1.114228304280384
kvzap-predictor-trace-20260818T072458Z::longbench__2wikimqa__row000134,longbench__2wikimqa__row000134,reasoning,2wikimqa,"[1024,4096)",128,3.0152719208346634,2.8383097165991904,0.06500490470852018,534.0,3234.0,3611,1.114228304280384
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,longbench__2wikimqa__row000055,reasoning,2wikimqa,"[4096,8192)",16,3.0148881772326885,2.9980592868830627,0.006118352450469239,644.0,3809.0,4249,1.092761839241046
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,longbench__2wikimqa__row000055,reasoning,2wikimqa,"[4096,8192)",32,3.0148881772326885,2.981833320717584,0.012011257152334356,644.0,3809.0,4249,1.092761839241046
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,longbench__2wikimqa__row000055,reasoning,2wikimqa,"[4096,8192)",64,3.0148881772326885,2.9463724756918475,0.024868534129972173,644.0,3809.0,4249,1.092761839241046
kvzap-predictor-trace-20260818T072514Z::longbench__2wikimqa__row000055,longbench__2wikimqa__row000055,reasoning,2wikimqa,"[4096,8192)",128,3.0148881772326885,2.8670305676855894,0.05353064426437877,644.0,3809.0,4249,1.092761839241046
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,longbench__2wikimqa__row000167,reasoning,2wikimqa,"[4096,8192)",16,3.097507310959476,3.081003213533779,0.0058238120230933825,592.0,4057.0,4506,1.1221141340342435
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,longbench__2wikimqa__row000167,reasoning,2wikimqa,"[4096,8192)",32,3.097507310959476,3.0625642531943016,0.012323519974330179,592.0,4057.0,4506,1.1221141340342435
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,longbench__2wikimqa__row000167,reasoning,2wikimqa,"[4096,8192)",64,3.097507310959476,3.0252430001450747,0.025457099889187904,592.0,4057.0,4506,1.1221141340342435
kvzap-predictor-trace-20260818T072530Z::longbench__2wikimqa__row000167,longbench__2wikimqa__row000167,reasoning,2wikimqa,"[4096,8192)",128,3.097507310959476,2.9520101925254814,0.05114249383477189,592.0,4057.0,4506,1.1221141340342435
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,longbench__musique__row000068,reasoning,musique,"[4096,8192)",16,2.9914955886044563,2.9807462358769126,0.0038073691014867484,1092.0,5937.0,6658,1.0583275834717385
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,longbench__musique__row000068,reasoning,musique,"[4096,8192)",32,2.9914955886044563,2.968792533540735,0.00803939237899073,1092.0,5937.0,6658,1.0583275834717385
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,longbench__musique__row000068,reasoning,musique,"[4096,8192)",64,2.9914955886044563,2.94616497829233,0.016044795178261313,1092.0,5937.0,6658,1.0583275834717385
kvzap-predictor-trace-20260818T072546Z::longbench__musique__row000068,longbench__musique__row000068,reasoning,musique,"[4096,8192)",128,2.9914955886044563,2.899449297379415,0.032549467657693856,1092.0,5937.0,6658,1.0583275834717385
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,longbench__musique__row000135,reasoning,musique,"[4096,8192)",16,2.9591436914839124,2.950154779202729,0.0031925724276829783,1428.0,6768.0,7655,1.0422287983922134
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,longbench__musique__row000135,reasoning,musique,"[4096,8192)",32,2.9591436914839124,2.939446076374318,0.006994664432489637,1428.0,6768.0,7655,1.0422287983922134
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,longbench__musique__row000135,reasoning,musique,"[4096,8192)",64,2.9591436914839124,2.918625,0.014383096988795517,1428.0,6768.0,7655,1.0422287983922134
kvzap-predictor-trace-20260818T072604Z::longbench__musique__row000135,longbench__musique__row000135,reasoning,musique,"[4096,8192)",128,2.9591436914839124,2.880222039473684,0.02799659012430939,1428.0,6768.0,7655,1.0422287983922134
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,longbench__musique__row000191,reasoning,musique,"[4096,8192)",16,2.9629994880432307,2.954070269077192,0.0031596469820966487,1443.0,7092.0,8051,1.0363385506929674
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,longbench__musique__row000191,reasoning,musique,"[4096,8192)",32,2.9629994880432307,2.9450290058011603,0.00635799815459464,1443.0,7092.0,8051,1.0363385506929674
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,longbench__musique__row000191,reasoning,musique,"[4096,8192)",64,2.9629994880432307,2.9280429594272075,0.012364255044188761,1443.0,7092.0,8051,1.0363385506929674
kvzap-predictor-trace-20260818T072622Z::longbench__musique__row000191,longbench__musique__row000191,reasoning,musique,"[4096,8192)",128,2.9629994880432307,2.8907869934024504,0.025526231901941428,1443.0,7092.0,8051,1.0363385506929674
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,longbench__2wikimqa__row000017,reasoning,2wikimqa,"[8192,16384)",16,2.9441058630330272,2.935995436394752,0.0028810205623831684,1646.0,7678.0,8450,1.04283177998094
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,longbench__2wikimqa__row000017,reasoning,2wikimqa,"[8192,16384)",32,2.9441058630330272,2.9275340335975124,0.00588593917284587,1646.0,7678.0,8450,1.04283177998094
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,longbench__2wikimqa__row000017,reasoning,2wikimqa,"[8192,16384)",64,2.9441058630330272,2.9099886920467397,0.01211433131058397,1646.0,7678.0,8450,1.04283177998094
kvzap-predictor-trace-20260818T072640Z::longbench__2wikimqa__row000017,longbench__2wikimqa__row000017,reasoning,2wikimqa,"[8192,16384)",128,2.9441058630330272,2.8746648793565686,0.024643537970743853,1646.0,7678.0,8450,1.04283177998094
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,longbench__2wikimqa__row000083,reasoning,2wikimqa,"[8192,16384)",16,2.974715827272003,2.966213045518536,0.0029931920556920556,1611.0,7495.0,8300,1.0524061513568912
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,longbench__2wikimqa__row000083,reasoning,2wikimqa,"[8192,16384)",32,2.974715827272003,2.956962420084204,0.006248724489795918,1611.0,7495.0,8300,1.0524061513568912
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,longbench__2wikimqa__row000083,reasoning,2wikimqa,"[8192,16384)",64,2.974715827272003,2.938177874186551,0.012856541923451184,1611.0,7495.0,8300,1.0524061513568912
kvzap-predictor-trace-20260818T072657Z::longbench__2wikimqa__row000083,longbench__2wikimqa__row000083,reasoning,2wikimqa,"[8192,16384)",128,2.974715827272003,2.901315789473684,0.025812009843149807,1611.0,7495.0,8300,1.0524061513568912
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,longbench__2wikimqa__row000124,reasoning,2wikimqa,"[8192,16384)",16,2.8855215259913605,2.8772262660678334,0.003008996595882639,1562.0,7406.0,8129,1.0298284799796105
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,longbench__2wikimqa__row000124,reasoning,2wikimqa,"[8192,16384)",32,2.8855215259913605,2.8680097255991663,0.0063512258168746715,1562.0,7406.0,8129,1.0298284799796105
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,longbench__2wikimqa__row000124,reasoning,2wikimqa,"[8192,16384)",64,2.8855215259913605,2.8505178365937858,0.012691628541616502,1562.0,7406.0,8129,1.0298284799796105
kvzap-predictor-trace-20260818T072715Z::longbench__2wikimqa__row000124,longbench__2wikimqa__row000124,reasoning,2wikimqa,"[8192,16384)",128,2.8855215259913605,2.817447679708826,0.02466896606406597,1562.0,7406.0,8129,1.0298284799796105
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,longbench__musique__row000052,reasoning,musique,"[8192,16384)",16,3.0102686027547993,3.0033875976286817,0.0023715382863093494,2047.0,9252.0,10511,1.0443950140325002
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,longbench__musique__row000052,reasoning,musique,"[8192,16384)",32,3.0102686027547993,2.995682507899759,0.005026613871669209,2047.0,9252.0,10511,1.0443950140325002
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,longbench__musique__row000052,reasoning,musique,"[8192,16384)",64,3.0102686027547993,2.980668658946582,0.010198727883249386,2047.0,9252.0,10511,1.0443950140325002
kvzap-predictor-trace-20260818T072733Z::longbench__musique__row000052,longbench__musique__row000052,reasoning,musique,"[8192,16384)",128,3.0102686027547993,2.9519977802441733,0.020070163661935814,2047.0,9252.0,10511,1.0443950140325002
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,longbench__musique__row000155,reasoning,musique,"[8192,16384)",16,2.7947498508892807,2.790856811482144,0.0014247091270351221,3488.0,14684.0,15914,0.9748889312143224
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,longbench__musique__row000155,reasoning,musique,"[8192,16384)",32,2.7947498508892807,2.786735895307765,0.0029327141362496794,3488.0,14684.0,15914,0.9748889312143224
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,longbench__musique__row000155,reasoning,musique,"[8192,16384)",64,2.7947498508892807,2.7777820532553488,0.00620892688493625,3488.0,14684.0,15914,0.9748889312143224
kvzap-predictor-trace-20260818T072754Z::longbench__musique__row000155,longbench__musique__row000155,reasoning,musique,"[8192,16384)",128,2.7947498508892807,2.7601514108740535,0.012658583548361874,3488.0,14684.0,15914,0.9748889312143224
